21-21027-3.wav	หลังจากที่ทราบข่าวกันว่าผืนป่าที่เคยอุดมสมบูรณ์ในจังหวัดน่านนั้นตอนนี้กลายเป็นเพียงอดีตไปแล้วค่ะ
21-21027-5.wav	สำหรับกรณีที่โจอี้บอยแชร์ข่าวผู้ว่าราชการจังหวัดน่านฉุนเพจดังที่กล่าวหาว่าหน่วยงานของภาครัฐเพิกเฉยต่อสถานการณ์ป่าไม้ของจังหวัดผ่านทางเฟซบุ๊ก
21-21028-8.wav	บ้านของเธออยู่ที่บ้านแดงนะฮะอำเภอภูเขียวจังหวัดชัยภูมิถูกเพื่อนบ้านมาปาก้อนหินใส่ยิงหนังสติ๊กใส่เธอบอกว่า
21-21035-0.wav	กรณีที่มีผู้ต้องหาเนี่ยยิงตำรวจกองปราบเสียชีวิตหนึ่งนาย
21-21035-1.wav	ได้รับบาดเจ็บ1นายช่วงต้นเดือนมีนาคม
21-21035-40.wav	หลังจากก่อเหตุยิงตำรวจหลบหนีในพื้นที่จังหวัดพัทลุง
21-21036-3.wav	หลังจากที่ไปพาหญิงสาววัย16ปีมาจากแม่ที่จังหวัดสุรินทร์มาอยู่ด้วย
21-21037-11.wav	พนักงานโรงแรมแห่งหนึ่งในจังหวัดระยอง
21-21037-33.wav	แม้ว่านายเกียรติศักดิ์จะมีครอบครัวแล้ว
21-21039-11.wav	เหตุเกิดบนถนนสาย344หนองใหญ่ขาเข้าอำเภอแกลงจังหวัดระยองครับ
7-7000-57.wav	ตอนนั้นผมอยู่ที่จังหวัดน่านพ่อของคุณกติกเนี่ยก็คือคุณเกียรติศักดิ์โทรไปหาผม
7-7001-5.wav	หน้าศาลปู่ตาอำเภอศรีณรงค์จังหวัดสุรินทร์
7-7002-15.wav	วันนี้ออกคำสั่งคณะกรรมการโรคติดต่อจังหวัดชลบุรี
7-7002-21.wav	คือที่บางละมุงของจังหวัดชลบุรีที่บางละมุงชลบุรีเนี่ยนะครับ
7-7002-27.wav	โดยเฉพาะที่บริการ24ชั่วโมงจังหวัดชลบุรีนะครับ
7-7002-33.wav	ในพื้นที่บางละมุงจังหวัดชลบุรีแล้วก็ยังกำหนดแบ่งโซนพื้นที่ต่างๆ
7-7002-34.wav	ของจังหวัดชลบุรีเป็นอย่างนี้นะครับพื้นที่ควบคุมสูงสุดก็คือสีแดง
7-7002-4.wav	ว่าติดมาจากแหล่งไหนนี่คือตัวเลขผู้ติดโควิด-19ในพื้นที่จังหวัดชลบุรีนะครับ
7-7002-6.wav	ยังมีรอผลยืนยันอีกคนนึงด้วยนะครับทางสำนักงานสาธารณสุขจังหวัดชลบุรีนะครับ
7-7002-8.wav	ซึ่งมีความเชื่อมโยงติดเชื้อมาจากจังหวัดข้างเคียงเป็นแรงงานต่างด้าว30ราย
7-7002-9.wav	ที่รับการแพร่เชื้อจากผู้ที่ติดเชื้อจากจังหวัดระยองค่ะ
7-7003-1.wav	บอกเลยว่าวัดนี้วัดเด่นวัดดังที่จังหวัดนครปฐม
7-7003-42.wav	ก่อนเดินทางกับพี่ปราโมทย์
7-7004-13.wav	สามีภรรยาคู่นี้อยู่ที่จังหวัดเชียงรายนะครับท่านผู้ชมครับ
21-21046-22.wav	ตำบลโคกขามอำเภอเมืองจังหวัดสมุทรสงคราม
21-21046-24.wav	นายสหรัฐหัสกุลอายุ37ปีเป็นคนขับรถกระบะ
21-21048-12.wav	เป็นเจ้าหน้าที่ชุดปฏิบัติการพิเศษฝ่ายปกครองจังหวัดมหาสารคาม
21-21051-1.wav	เดินทางไปรับศพมาประกอบพิธีทางศาสนานะครับท่ามกลางบรรยากาศแห่งความโศกเศร้า
21-21053-10.wav	ทีนี้นักข่าว5คนที่เดินทางไปสัมภาษณ์ปรากฏว่า
21-21053-64.wav	ส่วนผู้สื่อข่าวทั้ง5คนวันนี้เตรียมแล้วที่เดินทางไปสถานีตำรวจภูธรบ้านไผ่
21-21056-5.wav	ถูกพบเหลือแต่โครงกระดูกในรถยนต์ที่ไหม้วอดทั้งคันภายในอู่รถยนต์เก่าอำเภอจอมบึงจังหวัดราชบุรี
21-21057-9.wav	ซึ่งจังหวัดครับจะมีการประกาศแจ้งเตือนประชาชน
21-21064-66.wav	จังหวัดที่มีอุบัติเหตุสูงสุดในวันแรก
21-21064-77.wav	เพราะว่าเป็นจังหวัดที่มีการเดินทางผ่านไป
21-21064-78.wav	จังหวัดปลายทางก็สุ่มเสี่ยงเกิดอุบัติเหตุง่ายนะครับ
21-21064-80.wav	ราชการจังหวัดให้เพิ่มกำลังเจ้าหน้าที่
21-21068-33.wav	คนขับรถกระบะเป็นตำรวจยศนายดาบตำรวจ
21-21070-14.wav	เชื่อมทอดยาวไปถึง3จังหวัดด้วยกัน
21-21070-17.wav	จังหวัดสกลนครและมุกดาหาร
21-21070-26.wav	ที่มีนักท่องเที่ยวมีประชาชนสนใจแล้วก็มาท่องเที่ยวกันเยอะ
21-21070-4.wav	ผาเป้าผาเป้าที่จังหวัดนครพนม
21-21071-10.wav	จังหวัดหนองบัวลําภูแล้วนะคะช่วงเช้าที่ผ่านมาญาติพี่น้องเพื่อนบ้านเนี่ย
21-21072-10.wav	แล้วก็สมาชิกกองอาสารักษาดินแดน40กว่านายค่ะ
21-21074-108.wav	เมื่อสักครู่ผมบอกเล่าชะตากรรมของตำรวจชั้นผู้น้อยหลายร้อยนายไปแล้ว
21-21074-16.wav	ที่เป็นการสร้างเครือข่ายเส้นสายกันในหมู่นายตำรวจ
21-21074-31.wav	ก็จะเจออย่างนายตำรวจ97นาย
21-21074-356.wav	ถ้าพลเอกประยุทธ์คิดว่านายตำรวจคนนี้มีปัญหาไม่มากพอ
21-21074-37.wav	เพราะมีกันอยู่509นาย
21-21074-38.wav	แต่วันนี้เหลือแค่507นาย
21-21074-478.wav	นายตำรวจคนนี้มีดีอะไรเป็นพิเศษอย่างนั้นหรือ
21-21074-546.wav	และผู้อำนวยการเดินทางถวาย
21-21074-554.wav	และผู้อำนวยการเดินทางถวายต่อไป
21-21074-621.wav	ขาดคุณสมบัติในการเป็นนักบินถวายการเดินทาง
21-21074-624.wav	โดยสารเครื่องบินที่ขับโดยนายตำรวจคนนี้
21-21074-79.wav	การจบชีวิตตัวเองของนายตำรวจคนล่าสุด
21-21074-97.wav	กับนายตำรวจอีกนายที่เคยรับปากว่าอยู่กับพี่2ปีเดี๋ยวให้ย้าย
21-21076-10.wav	สำหรับการให้นโยบายกับจังหวัดดำเนินการใน10ด้าน
21-21076-9.wav	ประจำปีงบประมาณ2564กับผู้ว่าราชการจังหวัดทุกจังหวัดนะคะ
21-21078-3.wav	เริ่มกันที่จังหวัดสงขลากันก่อนเลยค่ะ
21-21080-21.wav	ทีมข่าวไทยรัฐทีวีจึงเดินทางไปที่อำเภอปรานบุรี
21-21082-26.wav	เดินทางไปเยี่ยมค่ะและสภาพที่เห็นลูกก็คือนอนบาดเจ็บสาหัสแบบนี้
21-21082-9.wav	พ่อแท้นามสมมุติว่านายเอละกันนะคะอายุ23ปีค่ะ
21-21084-28.wav	ชุดนางรำไปถวายด้วยนะฮะแล้วก็เป็นชุดนางรำพื้นเมืองนะฮะสวยงามทีเดียวชาวบ้านก็บอกว่าจัดขึ้นเพื่อความเป็นสิริมงคล
21-21084-4.wav	อยู่ในตำบลปิงโค้งอำเภอเชียงดาวจังหวัดเชียงใหม่
21-21088-65.wav	รวมทั้งจังหวัดที่ทำหน้าที่โดยตรง
21-21095-29.wav	และเป็นถนนที่ต้องเดินทางไปทำการเกษตร
21-21095-7.wav	นี่แหละค่ะจังหวัดบึงกาฬอัปเดตกันหน่อย
21-21096-25.wav	ทีมข่าวค่ะต้องเดินทางไปที่คลินิกแห่งนี้นะคะ
21-21097-1.wav	คุณครูในโรงเรียนแอบถ่ายเอาไว้เป็นโรงเรียนประถมที่จังหวัดระนองนะคะ
21-21097-63.wav	นายสุวรรณอายุ43ปี
21-21097-6.wav	โรงเรียนเอกชนสอนภาษาจีนหมิงซินในอำเภอเมืองจังหวัดระนอง
21-21100-17.wav	ก็เดินทางกลับมาจากการไปเล่นฟุตบอลที่สนามฟุตซอลแห่งหนึ่งค่ะ
21-21100-9.wav	อำเภอพระประแดงจังหวัดสมุทรปราการนะครับห่างจากสภ.สำโรงใต้
21-21107-134.wav	นางสาวจันจิราอายุ23เธอก็บอกว่าพ่อเธอพ้นขีดอันตรายแล้ว
21-21108-485.wav	นางก็บอกว่าไม่ซ้อมวันนี้เขาไม่ซ้อม
21-21110-13.wav	ภาคตะวันออกก็มีจังหวัดนครนายกระยองฉะเชิงเทราจันทบุรีชลบุรีแล้วก็ตราดนะครับ
21-21112-12.wav	แล้วก็คนขี่เนี่ยทราบชื่อคือนายปริญญาอายุเพียงแค่15ปีเท่านั้น
21-21112-6.wav	เหตุการณ์นี้เกิดขึ้นนะคะที่จังหวัดชลบุรีค่ะ
21-21120-121.wav	ร่วมกับจังหวัดพระตะบองของกัมพูชาเขา
21-21120-39.wav	ก็ได้เป็นนายกรัฐมนตรีทั้งสิ้น
21-21120-47.wav	นี่คือการโพสต์ข้อความของนาย
21-21120-4.wav	ไปที่การจะลงพื้นที่ของนายกรัฐมนตรีพลเอก
21-21121-1.wav	คือในเรื่องนะคะนางก็จะถอดเสื้อซิกแพคแน่นมาก
21-21122-0.wav	คุณผู้ชมครับยังมีอีกหนึ่งเรื่องราวไปติดตามกันจะพาไปเที่ยวที่จังหวัดบึงกาฬ
21-21124-53.wav	หน้าวัดช่องลมจังหวัดสมุทรสงครามแห่งนี้
21-21126-3.wav	แต่ว่าของผมนี่แหละครับเป็นห่วงครับเรื่องการเดินทางกลับมาสู่การทำงาน
21-21128-5.wav	ผู้สื่อข่าวไทยรัฐทีวีรายงานมาจากพื้นที่จังหวัดสงขลาเชิญค่ะ
21-21130-12.wav	เลขที่164หมู่4ตำบลดอนกรวยอำเภอดำเนินสะดวกจังหวัดราชบุรี
21-21133-13.wav	แรงระเบิดทำให้เจ้าหน้าที่บาดเจ็บไปสองนายนะคะ
21-21136-92.wav	และพื้นที่จังหวัดภาคใต้เป็นพื้นที่เฉพาะ
21-21139-43.wav	เราต้องไปถามไงเราไปถามนางสาวน้ำอ้อยเป็นหัวหน้าฝ่ายพัสดุและทรัพย์สิน
21-21147-12.wav	นายเสรีย้ำว่าแม้จะยอมถอยก็ไม่เชื่อแล้วเพราะว่าขัดกับจุดยืนที่แสดงมา
21-21147-17.wav	เพื่อปิดสวิตช์สวนายเสรีมองว่าทำยังไงก็ไม่สำเร็จ
21-21147-30.wav	นายเสรีมองว่าก็ไม่ได้ผิดปกติอะไร
21-21147-9.wav	ซึ่งถ้าหากเสนอชื่อนายพิธามาเหมือนเดิมก็ยังชัดเจนในจุดยืนเดิม
21-21152-113.wav	ว่าแต่ละจังหวัดแต่ละพื้นที่เป็นยังไง
21-21152-129.wav	นะครับจนในขณะเดียวกันทั้งหมดกี่จังหวัดครับ22จังหวัด
21-21152-163.wav	ก็คือพ่อเมืองเขาบอกชัดเจนเลยก็คือทางจังหวัดสมุทรสาครก็ได้มีการชี้แจงเรื่องของกำแพงเนี่ย
21-21152-271.wav	ตอนนี้คือเรานับจังหวัดไม่ได้อย่างที่บอกเราจะต้อง
21-21152-369.wav	คือรถพยาบาลเนี่ยเขากำลังจะเดินทางไปช่วยเหลือคนป่วยขั้นวิกฤต
21-21152-382.wav	เดินทางไปถึงที่หมายช้า
21-21152-386.wav	ก็เดินทางมาที่สภ.เมืองสมุทรปราการ
21-21152-387.wav	เพื่อจะติดต่อขอเอกสารในการเดินทางไปรับศพสามี
21-21152-40.wav	บอกสัก20กว่าจังหวัดถูกต้องไหม
21-21152-95.wav	ซึ่งวันนี้เขาบอกว่าที่ไปพบผู้ชายที่ป่วยโควิดที่จังหวัดนนทบุรีถูกต้องไหมครับ
21-21153-26.wav	โอ้โหหอมไปถึงจังหวัดอื่นนะ
21-21153-27.wav	ข้ามจังหวัดจากอุทัยไปไหนต่อไหนเลยคุณ
21-21155-72.wav	ผู้ช่วยผู้จัดการร้านค่ะนายกองแพงสนแจ้ง
21-21157-59.wav	ก็ทางนายปริญญาก็ยังแนะนำผู้ใช้งานนะครับให้หมั่นตรวจสอบข้อมูลส่วนตัวของตัวเองอยู่เสมอนะครับ
21-21163-46.wav	ภายในซอยกิ่งแก้ว21ตำบลราชาเทวะอำเภอบางพลีจังหวัดสมุทรปราการนะครับ
21-21163-56.wav	และก่อนการประกาศผังเมืองรวมของจังหวัดสมุทรปราการ
21-21169-59.wav	ขณะที่อีกคนนึงชื่อนายมานพซึ่งอยู่กับคุณนายดาว
21-21169-91.wav	ขณะเดียวกันนางสาวมดก็เปิดเผยว่าพี่สาวของเธอถูกดาวเจ้าของร้านกล้วย
21-21170-3.wav	และนักท่องเที่ยวค่ะก็ยังคงเดินทางไปสัมผัสกับอากาศหนาวเย็น
21-21170-4.wav	ตามสถานที่ต่างๆโดยเฉพาะดอยอินทนนท์จังหวัดเชียงใหม่นะคะ
21-21170-6.wav	สภาพอากาศที่จังหวัดเชียงใหม่ช่วงเช้าที่ผ่านมานะคะ
21-21171-12.wav	เป็นผู้ต้องหายิงนางทิติชดาตันบุตรอายุ43ปี
21-21171-21.wav	ข้างวัดนากลมใต้ที่อำเภอเมืองจังหวัดลำปาง
21-21171-45.wav	ไม่ได้ไปคบกับนายอนุวัฒน์คนเจ็บ
21-21176-12.wav	ในวันพรุ่งนี้9สิงหาคมเนี่ยตำรวจจะนำตัวทั้งหมดส่งสารจังหวัดธัญบุรี
21-21176-2.wav	ก็ไปเดินทางไปที่สำนักงานตำรวจแห่งชาติแสดงเจตนาความบริสุทธิ์นะคะ
21-21177-0.wav	ที่เขาสามมุกจังหวัดชลบุรีหลายคนบอกว่าไปที่นี่นะขอพรเรื่องความรักก็ได้ขอพรเรื่องการงานก็ดีก็เลยมีคนไปแก้บนกันค่ะ
21-21177-9.wav	แล้วก็ถือว่าเป็นสัญลักษณ์ในดวงตราประจำจังหวัดชลบุรีด้วยพิกัดอยู่ระหว่างบ้านอ่างศิลาและหาดบางแสน
21-21178-21.wav	ไปที่บ้านบ้านเขาอยู่ที่หมู่บ้านโนนหุ่งอำเภอเมืองจังหวัดศรีสะเกษ
21-21185-7.wav	แต่นี่ฮะล่าสุดเนี่ยที่จังหวัดเลยมีทหารนายหนึ่งโพสต์นะครับ
21-21189-235.wav	ไม่มีใครในจังหวัดหนองคายไม่รู้จักมาติดตามในช่วงหน้ากันครับ
21-21192-0.wav	กรณีของเด็กชายสองคนซึ่งอยู่ที่วัดทุ่งเหียงจังหวัดชลบุรีนะครับ
21-21192-34.wav	ไม่ใช่แค่สังคมที่กำลังประนามพฤติกรรมของนายยง
21-21192-48.wav	ซึ่งนายยงได้ออกมาให้เหตุผลว่า
21-21196-129.wav	แล้วก็ความสำคัญของการตรวจคัดกรองคนที่เดินทางจากต่างประเทศ
21-21196-162.wav	สำหรับคนไทยที่เดินทางกลับจากต่างประเทศ
21-21196-21.wav	และกลุ่มที่เป็นผลมาจากการค้นหาเชิงรุกที่จังหวัดยะลาอีก7รายด้วยกัน
21-21197-14.wav	เขาก็เดินทางไปให้กำลังใจลุงพลที่บ้านเหมือนกันนะฮะ
21-21197-9.wav	เมื่อวานนี้ลุงพลก็เดินทางขึ้นไปที่วัดภูผาแอก
21-21199-16.wav	อำเภอบ้านไผ่จังหวัดขอนแก่นระงับการปฏิบัติราชการหรือหน้าที่
21-21200-16.wav	แล้วก็เดินทางมาถึงถูกหมายจับด้วยนะคะ
21-21201-198.wav	เมื่อกี้นี้ค่ะหอบครับเหนื่อยฮะคุณจ๋าเดินทางต่อครับออก
21-21202-9.wav	เหตุการณ์ที่เกิดขึ้นในจังหวัดแห่งหนึ่งทางภาคอีสานนะคะ
21-21203-13.wav	ค่ะน้องมินตันนะฮะหรือว่านางสาวมินตราเชื้อวังคำ
21-21204-13.wav	ตอนแรกก็มีการสอบถามไปยังภรรยาคือนางหวังหนาน
7-7454-44.wav	นายรัฐพลสุวรรณรัฐหรือบิ๊กกุมารขาวอายุ35ปีคนนี้คนยิง
7-7000-57.wav	ตอนนั้นผมอยู่ที่จังหวัดน่านพ่อของคุณกติกเนี่ยก็คือคุณเกียรติศักดิ์โทรไปหาผม
7-7001-5.wav	หน้าศาลปู่ตาอำเภอศรีณรงค์จังหวัดสุรินทร์
7-7002-15.wav	วันนี้ออกคำสั่งคณะกรรมการโรคติดต่อจังหวัดชลบุรี
7-7002-21.wav	คือที่บางละมุงของจังหวัดชลบุรีที่บางละมุงชลบุรีเนี่ยนะครับ
7-7002-27.wav	โดยเฉพาะที่บริการ24ชั่วโมงจังหวัดชลบุรีนะครับ
7-7002-33.wav	ในพื้นที่บางละมุงจังหวัดชลบุรีแล้วก็ยังกำหนดแบ่งโซนพื้นที่ต่างๆ
7-7002-34.wav	ของจังหวัดชลบุรีเป็นอย่างนี้นะครับพื้นที่ควบคุมสูงสุดก็คือสีแดง
7-7002-4.wav	ว่าติดมาจากแหล่งไหนนี่คือตัวเลขผู้ติดโควิด-19ในพื้นที่จังหวัดชลบุรีนะครับ
7-7002-6.wav	ยังมีรอผลยืนยันอีกคนนึงด้วยนะครับทางสำนักงานสาธารณสุขจังหวัดชลบุรีนะครับ
7-7002-8.wav	ซึ่งมีความเชื่อมโยงติดเชื้อมาจากจังหวัดข้างเคียงเป็นแรงงานต่างด้าว30ราย
7-7002-9.wav	ที่รับการแพร่เชื้อจากผู้ที่ติดเชื้อจากจังหวัดระยองค่ะ
7-7003-1.wav	บอกเลยว่าวัดนี้วัดเด่นวัดดังที่จังหวัดนครปฐม
7-7003-42.wav	ก่อนเดินทางกับพี่ปราโมทย์
7-7004-13.wav	สามีภรรยาคู่นี้อยู่ที่จังหวัดเชียงรายนะครับท่านผู้ชมครับ
102-102002-183.wav	การเดินทางมาร้านข้าวหมูแดงหมูกรอบหงษ์หยกก็ไม่ยากนะครับ
102-102002-4.wav	มันมีอยู่จริงอยู่ที่จังหวัดนครปฐมกับร้านร้านนี้ผมไปสืบเสาะหามาให้แล้ว
102-102002-23.wav	ตะลอนกินวันนี้นะครับบุกตะลุยมาถึงที่จังหวัดนครปฐมครับ
102-102003-5.wav	แล้วก็นายตาต้าชาวกะเหรี่ยงผู้ดูแลสำนักสงฆ์เต่าดำ
21-21205-36.wav	ส่วนที่จังหวัดตรังชาวบ้านก็ต้องพายเรือไปขนย้ายสิ่งของ
21-21205-71.wav	ถูกน้ำท่วมสูงตอนนี้ในจังหวัดตรังค่ะ
21-21206-22.wav	เมื่อวานนี้ผมได้พูดคุยกับนายตำรวจชั้นผู้ใหญ่คนหนึ่ง
21-21206-36.wav	ชุดของศูนย์ปราบปรามเดินทางไปกัมพูชานะฮะ
21-21213-34.wav	คำนวณกันให้ดีนะไอ้เรื่องน้ำมันกับการเดินทางเนี่ยใช่
21-21216-17.wav	ที่อำเภอเมืองจังหวัดชลบุรีนะคะ
21-21217-39.wav	เป็นชาวจังหวัดเพชรชบูรณ์ชกมาแล้ว38ครั้ง
21-21217-49.wav	มุมแดงครับซ้อมอยู่ค่ายมวยดวงใจพ่อที่จังหวัดสุรินทร์นะครับ
21-21219-10.wav	เป็นทหารพรานในพื้นที่3จังหวัดชายแดนภาคใต้แล้วก็เป็นลูกพี่ลูกน้องกัน
21-21222-11.wav	เป็นผลไม้อัตลักษณ์ของจังหวัดพังงาค่ะ
21-21222-19.wav	แล้วก็ถือว่าได้รับความนิยมอย่างมากในจังหวัดพังงารวมถึงในประเทศไทยเรียกว่าเป็นหนึ่งเดียวก็ว่าได้
21-21224-0.wav	อีกหนึ่งที่นะครับพาไปหน่อยที่จังหวัดบึงกาฬ
21-21230-106.wav	แล้วก็นำตัวไปฝากขังต่อสารจังหวัดปทุมธานีในวันพรุ่งนี้นะครับ
21-21230-39.wav	เป็นการพูดจาที่ไม่รู้เรื่องของนายเต้ย
21-21230-46.wav	เรียงเรื่องราวได้ทั้งหมดว่านายเต้ยก่อเหตุทั้งสองเหตุ
21-21234-6.wav	บอกว่าในคืนวันนั้นที่ผับดังในเมืองพัทยาจังหวัดชลบุรี
21-21237-1.wav	เหตุการณ์เกิดขึ้นที่จังหวัดประจวบคีรีขันธ์คุณพ่อเนี่ยพาลูกทั้งหมด4คน
21-21237-9.wav	ตำบลช้างแรกอำเภอบางสะพานน้อยจังหวัดประจวบคีรีขันธ์
21-21238-34.wav	จะถูกชุดสืบสวนตำรวจภูธรจังหวัดสระแก้วตามรวบตัวได้
21-21238-36.wav	ผู้บังคับการตำรวจภูธรจังหวัดชลบุรี
21-21242-22.wav	บังคับการตำรวจภูธรจังหวัดสุราษฎร์ธานีก็บอกว่า
21-21242-48.wav	ผู้บังคับการตำรวจภูธรจังหวัดสุราษฎร์ธานีบอกว่า
21-21247-83.wav	เป็นภาพประวัติศาสตร์อีกทีนึงเดินทางไปพูดคุยทำความเข้าใจ
21-21253-60.wav	ที่จังหวัดอำนาจเจริญค่ะ
21-21253-61.wav	ก็คือไปจังหวัดที่ไปเก็บตัวนั่นแหละ
21-21253-67.wav	อันนี้เขานางเมื่อกี้เขานางสาวไทย
7-7013-0.wav	คุณผู้ชมมาที่จังหวัดเพชรบุรีนะคะเหตุการณ์เนี่ยค่อนข้างซับซ้อนนิดหนึ่ง
21-21254-9.wav	บ้านหนองตะกูอำเภอแปลงยาวจังหวัดฉะเชิงเทราครับ
102-102003-21.wav	และชุดสืบสภ.ไทรโยคก็ได้เดินทางเข้าไปตรวจสอบพื้นที่เกิดเหตุเมื่อวานนี้
7-7013-3.wav	วันเกิดเหตุตัดสินใจค่ะเดินทางมาเคลียร์กับหนุ่มโลตัส
21-21256-11.wav	เดินทางไปที่นิติเวชโรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติจังหวัดปทุมธานี
21-21256-27.wav	อำเภอคลองหาดจังหวัดสระแก้ว
21-21256-29.wav	ไปคุยกับนางนอมคุณแม่ของผู้เสียชีวิตนะคะ
21-21256-55.wav	ฐานก่อเหตุทำร้ายร่างกายโดยใช้อาวุธมีดฟันเข้าที่บริเวณศีรษะหน้าอกและกลางหลังของนายปรีชามุ่งเงิน
21-21258-24.wav	เขาขับรถมามาที่โรงพักนี้เนี่ยนะปรากฏว่าตัวนายจีรศักดิ์เนี่ย
21-21258-27.wav	ค่ะนายจีรศักดิ์ซึ่งจริงจริงก็อยู่บ้านของเขาแหละเสพกัญชาไง
21-21261-25.wav	เดินทางจากสถานีหาดใหญ่เข้ากรุงเทพนะครับ
21-21262-97.wav	ทุกครั้งที่เดินทางไปที่บ้านใบเตย
102-102003-24.wav	เดินทางไปสภ.ไทรโยคด้วยหลังจากที่นายตาต้าออกมายอมรับแล้วว่า
102-102003-23.wav	แล้วก็ควบคุมตัวนายตาต้าคนดูแลสำนักสงฆ์เต่าดำ
21-21263-10.wav	จากกรณีที่เรืออินแปลงของอำเภอกรรมราศัยจังหวัดกาฬสินธุ์
102-102003-37.wav	ทีนี้ส่องไฟไปเจอหมีขออยู่บนกิ่งต้นไทรหนึ่งในนั้นก็ส่งปืนให้กับนายตาต้า 
21-21263-13.wav	บริเวณวัดท่าตูมวารินตำบลท่าตูมอำเภอเมืองจังหวัดมหาสารคาม
21-21263-24.wav	กู้ภัยเมตตาธรรมจังหวัดกาฬสินธุ์
21-21267-48.wav	และกลุ่มผู้สื่อข่าวของไทยที่เดินทางไปติดตาม
102-102003-32.wav	ชักชวนนายตาต้าบอกว่าไปส่องไฟล่าสัตว์ป่ากัน
102-102003-33.wav	นายตาต้าก็เลยพาชายสองคนนี้เดินออกจากที่พัก
102-102003-38.wav	นายตาต้าก็ยิงไปหนึ่งนัดถูกหมีขอตายตกลงมาจากต้นไทรเลย
102-102003-41.wav	ปืนที่ใช้เนี่ยเป็นปืนของคณะนายวัชรชัยสมีรักษ์อดีตปลัดด่านมะขามเตี้ยค่ะ
102-102003-47.wav	ช่วงเช้าที่ผ่านมานี้เองนะคะตำรวจก็นำตัวอศ.ออยแล้วก็นายตาต้า
102-102006-7.wav	ว่าแล้วค่ะก็เลยไปถึงเรื่องหนังนางนาคนะคะ
102-102009-15.wav	เขาบอกว่าเป็นห้องแถวชั้นเดียวนะฮะในพื้นที่หมู่7ตำบลโคกไม้ลายอำเภอเมืองจังหวัดปราจีนบุรีครับ
102-102009-18.wav	แล้วก็นายเทิดศักดิ์จันเพ็ญอายุ66ปีเหมือนกันอันนี้ก็เป็นคุณปู่คุณตานี่แหละฮะ
21-21270-28.wav	เรื่องที่1จังหวัดอุบลราชธานี
21-21270-80.wav	เพราะว่ายายอะไรก็พอจะรู้มั่งในจังหวัดอุบล
21-21270-92.wav	ยายพยายามนึกถึงจังหวัดอุบลราชธานีให้ดีนะ
21-21270-94.wav	จังหวัดอุบลราชธานีมีกี่อำเภอ
102-102011-11.wav	เนี่ยนายวชิระ แขทองอายุยี่29
102-102012-13.wav	สอบถามนายมงคลศรีศุกร์อายุ44ปีนะครับเล่าบอกว่า
