filename	text
7-7061-39.wav	ว่ามันมีการโอนต่อไปยังบัญชีของเซียนพระคนดังในจังหวัดนครสวรรค์
7-7062-179.wav	ในภารกิจช่วยเหลือน้องที่ติดอยู่ในถ้ำหลวงขุนน้ำนางนอนค่ะ
7-7062-189.wav	ซึ่งเป็นพื้นที่ติดกับถ้ำหลวงขุนน้ำนางนอน
7-7062-74.wav	ก็อยู่ที่จังหวัดเชียงรายกันเลยละนะ
7-7065-44.wav	บ้านเลขที่51หมู่4อำเภอสารภีจังหวัดเชียงใหม่ครับ
7-7066-62.wav	มาทำร้ายในเส้นทางที่เดินทางเป็นประจำ
7-7069-9.wav	ก็อย่างช่วงปีใหม่ที่จะถึงนี้นะคะก็จะกลับบ้านที่จังหวัดบึงกาฬค่ะ
7-7073-13.wav	ชาวสวนอำเภอบ้านแพ้วจังหวัดสมุทรสาครนี่เองค่ะ
7-7074-61.wav	จะเดินทางมาเป็นประธานในการประชุม
7-7075-39.wav	อำเภอวังโป่งจังหวัดเพชรบูรณ์
7-7077-15.wav	ลงพื้นที่ภาคอีสานครั้งแรกที่จังหวัดนครราชสีมานะครับ
7-7077-33.wav	ก็เลยเดินทางมาที่โคราชนี่นะครับ
7-7077-45.wav	ส่วนการเดินคารวะแผ่นดินเป็นวันที่6ของนายสุเทพเทือกสุบรรณ
7-7077-58.wav	ที่เคยชูป้ายใส่นายอภิษฎเวชาชีวอภิสิทธิ์เวชชาชีวะหัวหน้าพรรคประชาธิปัตย์
7-7077-61.wav	ส่วนเรื่องของการเดินสายคารวะแผ่นดินของนายสุเทพเทือกสุบรรณนะครับ
7-7077-64.wav	ฟังเสียงว่ารองนายกรัฐมนตรีตอบประเด็นนี้ว่าอย่างไรนะครับ
7-7078-5.wav	ที่จังหวัดบุรีรัมย์บอกว่าเดี๋ยวจะขอเป็นคนจ่ายเงินทั้งหมด
7-7087-19.wav	คดีนี้ตำรวจภูธรจังหวัดสมุทรปราการ
7-7087-33.wav	ได้ในขณะนั่งดื่มเบียร์ที่ร้านชำริมแม่น้ำโขงจังหวัดมุกดาหาร
7-7087-38.wav	สังเกตเห็นนางมะลิสวมสร้อยคอทองคำหนัก50สตางค์
7-7087-45.wav	แต่เป็นจังหวะที่นางมะลิมาเข้าห้องน้ำพอดี
7-7087-58.wav	ก่อนส่งตัวเข้าเรือนจำจังหวัดสมุทรปราการ
7-7088-1.wav	ใครชอบทานเครปยกมือขึ้นนี่เลยนี่ต้องไปทานร้านนี้ที่จังหวัดโอ๊ยผมรู้แล้ว
7-7088-21.wav	ประมาณนั้นที่จังหวัดพะเยานะฮะค่ะ
7-7088-4.wav	พาไปเลยนะครับลองชิมร้านนี้ที่จังหวัดพะเยาเขาบอกว่าขายอยู่แถวริมชายกว๊านในตัวเมืองพะเยา
7-7088-6.wav	ที่จังหวัดพะเยาแห่งนี้เพราะว่าป้ามะลิเขาเนี่ยนะมีสูตรเด็ดเฉพาะของครอบครัวเป็นคนในตระกูลที่ถ่ายทอดสืบต่อกันมา
7-7091-0.wav	คุณผู้ชมคะเดี๋ยวจะพามาดูเหตุการณ์ที่เกิดขึ้นในจังหวัดพะเยา
7-7093-1.wav	เริ่มต้นช่วงนี้ไปดูเหตุสะเทือนขวัญที่เกิดขึ้นกับครอบครัวหนึ่งที่จังหวัดตรังค่ะ
7-7093-31.wav	ผู้จัดการแบงก์แห่งหนึ่งในจังหวัดตรังนะฮะก่อนที่จะมีคน
7-7093-66.wav	จะเดินทางกลับมาบ้านหลังนี้ที่จังหวัดตรัง
7-7093-85.wav	ถ้าดูในภาพเนี่ยท่านจะเห็นพระรูปหนึ่งที่ท่านเดินทางมาเนี่ยนะฮะ
7-7093-8.wav	อยู่ในพื้นที่ในสวนสาธารณะพรุชีหมู่2ตำบลโคกหล่ออำเภอเมืองจังหวัดตรัง
7-7093-9.wav	ตำรวจสภ.เมืองจังหวัดตรังแล้วก็ชุดพิสูจน์หลักฐานแล้วก็แพทย์ด้วยนะครับ
7-7094-15.wav	วันนี้คือออกมาท่องเที่ยวกันหมดแล้วนะคะที่วัดแห่งนี้บรรยากาศก็เลยค่อนข้างคึกคักค่ะ
7-7094-16.wav	จำนวนนักท่องเที่ยวที่เดินทางมาเนี่ยไม่รู้กี่พันคนแล้วนะคะ
7-7094-21.wav	ส่วนเรื่องของการเดินทางโดยรถไฟในกรุงโตเกียวเนี่ยนะคะ
7-7094-24.wav	สามารถเดินทางกันได้ตามปกติแล้วนะคะก็ถือว่าตอนนี้กลับเข้าสู่ภาวะค่อนข้างปกติแล้ว
7-7096-33.wav	เดินทางไปสอบปากคำตำรวจที่อยู่ในงานด้วย
7-7096-37.wav	ตอนนี้ก็คือยังมีทั้งหมด29นายอยู่นะสำหรับตำรวจค่ะ
7-7097-0.wav	ว่ามีเกษตรกรท่านหนึ่งเป็นชาวนาในจังหวัดสุโขทัย
7-7099-44.wav	นางก็บอกว่าหนูไม่ได้อยากเล่นละคร
7-7104-0.wav	แต่ถ้าหากใครไม่มีเวลาที่จะเดินทางไปไกล
7-7107-32.wav	ทีมข่าวของเราก็เลยไปสอบถามเพื่อนของนายแม็กซ์
7-7108-23.wav	แล้วก็นำตัวผู้บาดเจ็บก็คือนายคงคา
7-7109-19.wav	ผู้ควบคุมการแข่งขันก็เดินทางไปโรงพยาบาลนะครับเพื่อประสานงานต่าง
7-7109-30.wav	ใช้เวลาเดินทางไม่ถึง3ชั่วโมงด้วยกันเจ้าตัวไม่มีอาการเพลีย
7-7109-31.wav	อาการเหนื่อยล้าให้เห็นนะครับซึ่งสาเหตุที่ต้องกลับบ้านที่จังหวัดกาฬสินธุ์นะครับ
7-7109-34.wav	แต่ว่ารายงานล่าสุดก็ออกมาบอกแล้วว่าจะกลับไปบำเพ็ญกุศลที่บ้านเกิดจังหวัดสุโขทัยนะครับ
7-7111-7.wav	พาไปดูชาวบ้านคำน้ำเกลี้ยงตำบลทุ่งแต๊อำเภอเมืองจังหวัดยโสธร
7-7114-18.wav	โดยความสำเร็จของนายอีลอนมัสก์
7-7118-13.wav	อำเภอนาดีได้ประสานหน่วยงานปพ.จังหวัดปราจีนบุรี
7-7118-18.wav	ที่ชุมชนตลาดเก่าเทศบาลกบินทร์บุรีจังหวัดปราจีนบุรี
7-7118-25.wav	แล้วก็น้ำในแควพระปรงไหลมาจากจังหวัดสระแก้ว
7-7118-27.wav	ไปที่จังหวัดสระแก้วกันหน่อยนะคะป้องกันและบรรเทาสาธารณภัยจังหวัด
7-7118-32.wav	จังหวัดชลบุรีนานหลายชั่วโมงนะครับชลบุรีพอน้ำท่วมอ่า
7-7119-106.wav	นี่คือเขาเล่าเป็นฉากเลยนายโด่งคนนี้
7-7119-83.wav	โอ้ยมีแต่คนแก่ไม่สะดวกหรอกเดินทางมาก็ไม่สะดวก
7-7120-7.wav	ซึ่งเป็นงานประจำปีของชาวอำเภอศรีเทพจังหวัดเพชรบูรณ์นะครับ
7-7121-23.wav	ในภาคเหนือคลี่คลายแล้วยังเหลือจังหวัดพะเยาและจังหวัดน่าน
7-7121-24.wav	ยังมีปัญหาอยู่ซึ่งก็ต้องรอให้น้ำลงสู่จังหวัดสุโขทัย
7-7121-25.wav	ส่วนจังหวัดพิษณุโลกก็ได้สั่งการให้กรมป้องกันและบรรเทาสาธารณภัย
7-7122-25.wav	จังหวัดได้ขึ้นอัตราค่าจ้างขั้นต่ำมากที่สุด
7-7122-30.wav	และอีก2จังหวัดที่น่าสนใจก็คือชลบุรีและระยอง
7-7122-31.wav	ทำไม2จังหวัดนี้ถึงได้เพิ่มค่าแรงขั้นต่ำสูงที่สุดรู้ไหม
7-7122-43.wav	จังหวัดที่ได้เพิ่มเงินเป็น325บาท
7-7122-49.wav	จังหวัดที่ได้เพิ่มเป็น320บาท
7-7122-54.wav	ส่วนจังหวัดที่ได้ขึ้นเป็น318บาทมี7จังหวัด
7-7122-58.wav	ก็มี21จังหวัดไล่เลียงแบบนี้
7-7122-57.wav	ส่วนจังหวัดที่ได้ขึ้นเป็น315บาท
7-7122-65.wav	จังหวัดที่ขึ้น310บาทมีอีก22จังหวัดฮะ
7-7122-66.wav	2จังหวัดที่ได้ค่าแรงขั้นต่ำนะคะ
7-7122-74.wav	ขณะที่จังหวัดที่ได้ค่าแรงที่ต่ำลงมาอีกสักนิดนึง2บาทนะคะ
7-7132-18.wav	เขาจัดไว้หลายจุดนะครับเพราะว่าทางจังหวัดเขาจัดไว้
7-7132-19.wav	ทั้งที่สนามกีฬากลางจังหวัดนะครับทั้งที่โรงงานต่างๆ
7-7132-4.wav	ซึ่งจริงจังหวัดเขาจัดไว้3ศูนย์3แห่ง
7-7134-11.wav	ตำรวจสภ.บ้านแพ้วจังหวัดสมุทรสาครและกู้ภัย
7-7137-21.wav	ซึ่งจากสัปดาห์ที่แล้วที่เราได้เดินทางไปค้นหาเรื่องราว
7-7137-26.wav	และในวันนี้ค่ะเราจะมุ่งหน้าสู่จังหวัดภูเก็ต
7-7137-29.wav	ระดับตำนานกันที่จังหวัดภูเก็ตกันมาแล้ว
7-7137-33.wav	โดยการเดินทางครั้งนี้ค่อนข้างจะไกลและอาจจะพบกับเส้นทางที่คดเคี้ยวสักหน่อย
7-7137-35.wav	เพราะเดินทางไปกับเพื่อนคู่ใจคันนี้ที่มีพวงมาลัยมัลติฟังก์ชัน
7-7137-38.wav	ทำให้การเดินทางครั้งนี้มาถึงภูเก็ตอย่างปลอดภัย
7-7139-14.wav	วันนี้ผู้สื่อข่าวไปพบกับนางสาวปูค่ะ
7-7140-0.wav	ท่านผู้ชมครับที่จังหวัดนครศรีธรรมราชนะครับที่ทุ่งใหญ่นะครับ
7-7142-28.wav	มีนางรำมาร่วมขบวนด้วย
7-7142-29.wav	แต่รู้สึกว่านางรำ2คนนี้ไม่ใช่2คนนี้นะ
7-7142-6.wav	ซึ่งท่านเป็นเจ้าเมืองคนแรกของอำเภอรัตนบุรีจังหวัดสุรินทร์
7-7148-12.wav	ฮะในพื้นที่ตำบลเขาหลวงอำเภอวังสะพุงจังหวัดเลยนะครับได้ยินเสียงผู้หญิงและผู้ชายนะ
7-7148-18.wav	แล้วก็สร้างบ้านพักตากอากาศหลังนี้ไว้ที่จังหวัดเลยโอ้โหใส่เฟอร์นิเจอร์แบบครบทุกอย่างเลยนะ
7-7148-48.wav	แล้วก็แจ้งกำนันเขาหลวงเดินทางลงพื้นที่มาตรวจสอบ
7-7148-58.wav	ซื้อบ้านพักตากอากาศหลังนี้ที่จังหวัดเลยเอาไว้
7-7148-66.wav	พอตำรวจกว่า10นายมาถึง
7-7152-8.wav	บอกว่าเดินทางมาจากบ้านบ้านอยู่แถวบางใหญ่นะคะ
7-7154-1.wav	ขวบนะคะล็อตแรกเดินทางมาถึงประเทศไทยเป็นที่เรียบร้อยแล้ว
7-7155-20.wav	เป็นหลักฐานที่โรงพักสภ.พุนพินแล้วก็เดินทางกลับเลย
7-7155-3.wav	จังหวัดนครราชสีมาแหมพอถูกหวยญาติก็จะมาเยอะเออ
7-7155-5.wav	เขาเป็นพนักงานจัดเก็บรายได้ขององค์การบริหารส่วนตำบลเมืองโดนอำเภอประทายจังหวัดนครราชสีมา
7-7156-57.wav	อยากให้ผู้ก่อเหตุได้เดินทางเข้ามาช่วยเหลือดูแล
7-7160-4.wav	ในร้านรับติดตั้งกล้องวงจรปิดที่จังหวัดนครศรีธรรมราช
7-7155-30.wav	บอกว่าจะแบ่งไปทำบุญ9วัดที่บ้านเกิดในจังหวัดสุรินทร์
7-7155-42.wav	ไปดูขึ้นเหนือนะมี2จังหวัดมีที่เลยนะฮะ
7-7162-25.wav	ส่วนทางด้านนางชีฮาซีนานายกรัฐมนตรีบังกลาเทศก็ได้กล่าวประนามเหตุโจมตีครั้งนี้
7-7162-30.wav	ส่วนทางด้านนายโคอิจิฮากิอูดะรองเลขาธิการคณะรัฐบาลญี่ปุ่นเปิดเผยว่า
7-7163-49.wav	ทั้ง3จังหวัดให้ประชาชนได้เอ่อประชาชนได้มีโอกาสเข้าชม
7-7163-51.wav	โดยที่หอดูดาวเฉลิมพระเกียรติที่แม่ริมจังหวัดเชียงใหม่เนี้ย
7-7165-12.wav	ตำบลบ้านดู่อำเภอเมืองจังหวัดเชียงราย
7-7165-39.wav	ใกล้กับสนามกอล์ฟในจังหวัดเชียงใหม่
7-7165-42.wav	เบื้องต้นผู้เป็นแม่อ้างว่าขับรถมาที่จังหวัดเชียงใหม่
7-7165-73.wav	เมื่อนายโอเห็นว่าแม่ที่อยู่ข้างห้องโวยวาย
7-7165-87.wav	นายโอเป็นผู้ต้องหาที่ก่อเหตุเพียงคนเดียว
7-7168-29.wav	กับการทำปิ่นโตข้าวนี้ในจังหวัดอ่างทอง
7-7169-6.wav	เป็นถนนบายพาสตัดใหม่หน้าหอการค้าจังหวัดร้อยเอ็ดนะคะที่อำเภอเมืองร้อยเอ็ดค่ะ
7-7171-32.wav	ผู้ต้องสงสัยในคดีความมั่นคงใน3จังหวัดชายแดนภาคใต้
7-7172-10.wav	คือเดินทางกันระยะเวลายาวไกลมากค่ะ
7-7172-3.wav	จะเริ่มต้นเดินทางจากอุบลราชธานีในประเทศไทยนี่แหละค่ะ
7-7172-69.wav	และเราก็จะเดินทางไปสู่จุดหมาย
7-7172-6.wav	เขาเรียกว่าเดินทางไป5ประเทศเลย
7-7172-8.wav	กลับเข้ามานะคะที่ประเทศไทยผ่านจังหวัดตาก
7-7174-17.wav	อยู่ที่หมู่2ตำบลรวมไทยพัฒนาอำเภอพบพระจังหวัดตาก
7-7175-6.wav	เพราะว่าช่วงที่เธอเดินทางไปญี่ปุ่นดูแลตัวเองเป็นอย่างดีค่ะ
7-7178-1.wav	ปริมณฑลนี่เองจังหวัดนนทบุรีกลางห้างดังเลยนะคะ
7-7182-4.wav	ทานเลยที่จังหวัดระยอง
7-7183-15.wav	เป็นชาวอำเภอกันตังจังหวัดตรังค่ะ
7-7183-17.wav	ถูกจับในพื้นที่สภ.อ่าวนางจังหวัดกระบี่
7-7183-19.wav	เป็นชาวอำเภอปลายพระยาจังหวัดกระบี่ถูกจับคดียาเสพติดเหมือนกัน
7-7183-42.wav	มาศึกษาจังหวัดกระบี่ที่อยู่ติดกันกับเรือนจำแล้วก็ปีนออกไป
7-7185-13.wav	ผู้บังคับการตำรวจภูธรจังหวัดราชบุรี
7-7185-22.wav	ที่ไซต์งานก่อสร้างที่ศาลายาจังหวัดนครปฐม
7-7186-63.wav	เชิญนายคนนี้มาสอบปากคำเพิ่มเติมฮะ
7-7188-0.wav	การทำข้าวเปิ๊บที่บ้านนาต้นจันทร์อำเภอศรีสัชนาลัยจังหวัดสุโขทัย
7-7192-25.wav	จนกระทั่งปลายปี2562ค่ะนายสมหวังเขาบอกว่า
7-7192-118.wav	กับนายสมหวังคือตั้งใจว่าจะไปให้กำลังใจค่ะ
7-7192-34.wav	แต่ก็ยังไม่เป็นผลค่ะตอนนี้นะคะนายสมหวัง
7-7192-4.wav	หมอปลามือปราบสัมภเวษีเดินทางมาและลงพื้นที่ไปดูว่ามีอาถรรพ์ที่ต้นโพธิ์ต้นนี้จริงหรือไม่
7-7196-17.wav	สร้างความเสียหายให้แก่12จังหวัดในภาคใต้เพียงชั่วข้ามคืน
7-7196-20.wav	อำเภอปากพนังจังหวัดนครศรีธรรมราช
7-7197-27.wav	4นายด้วยกันได้รับแจ้งจากชาวบ้านบอกว่า
7-7205-16.wav	นอนอยู่บ้านญาติที่จังหวัดชลบุรีนี่ค่ะนี่นี่ตามตามไปแทงเขาต่อ
7-7209-29.wav	เป็นนักธุรกิจที่เดินทางเข้ามาลงทุนในประเทศไทยตั้งแต่เดือนกันยายน
7-7209-31.wav	จึงเดินทางเข้าพบตำรวจเพื่อแสดงความบริสุทธิ์ใจด้วยตัวเอง
7-7210-0.wav	พาคุณผู้ชมไปที่จังหวัดขอนแก่นไปดูที่เรื่องของอุบัติเหตุนันบ้างนะครับ
7-7211-9.wav	อำเภอเมืองจังหวัดหนองคายบันทึกภาพผู้ชายคนนึงค่ะ
7-7212-177.wav	ส่วนสัปดาห์หน้าเราจะไปตามหาเมนูเส้นที่เมืองนาเกลือจังหวัดสมุทรสาคร
7-7214-31.wav	วิดีโอคอลไปคุยกับลูกสาวที่จังหวัดสระแก้วนะครับ
7-7002-19.wav	เขตอำเภอบางละมุงจังหวัดชลบุรีเนี่ยยกระดับมาตรการคุมเข้ม
7-7006-6.wav	ซึ่งมีประชาชนที่เดินทางมาทั้งจากต่างจังหวัดและพื้นที่กรุงเทพมหานครนะคะ
7-7006-0.wav	ค่ะประชาชนที่เข้าร่วมพระราชพิธีนั้นก็เดินทางกลับไปพร้อมน้ำตานะคะ
7-7192-57.wav	เดินทางไปเลยค่ะนี่ค่ะไปพบกับนายสมหวัง
7-7187-20.wav	หมู่3ตำบลสำราญจังหวัดยโสธร
7-7215-0.wav	ท่านผู้ชมครับที่จังหวัดบุรีรัมย์ที่หมู่บ้านแห่งหนึ่งตำบลตะโกตาพิอำเภอประโคนชัยนี่นะ
7-7215-7.wav	ตะโกตาพิอำเภอประโคนชัยจังหวัดบุรีรัมย์คือสภาพก็เมาด้วย
7-7222-0.wav	เอาละในช่วงนี้เดี๋ยวไปกันที่จังหวัดศรีสะเกษกันหน่อยนะครับ
7-7226-36.wav	หนึ่งในจังหวัดสีขาวของประเทศไทย
7-7227-8.wav	ไปที่นี่ร้านขายของเก่าในตำบลบ่อวินอำเภอศรีราชาจังหวัดชลบุรีค่ะ
7-7230-12.wav	ในพื้นที่จัดงานเลี้ยงนะคะมีตำรวจ29นาย
7-7230-14.wav	กลุ่มที่1คือผู้เสียชีวิตและบาดเจ็บ2นายนะ
7-7230-15.wav	กลุ่มที่2คือตำรวจที่ถูกดำเนินคดีไปแล้ว6นาย
7-7230-17.wav	อันนี้มี6นายอยู่ในรถทั้ง2คัน
7-7230-18.wav	ส่วนกลุ่มที่4คือกลุ่มที่มีพฤติการละเว้นการปฏิบัติหน้าที่15นายนะ
7-7231-54.wav	อยู่ที่อำเภอเทิงจังหวัดเชียงราย
7-7231-62.wav	ที่ตำบลเวียงอำเภอเทิงจังหวัดเชียงรายก็ถือว่าเป็นการส่งเสริมการท่องเที่ยว
7-7231-6.wav	จริงแล้วนะกว่าเราจะเดินทางไปถึงได้นะมันก็เป็นเส้นทางที่พอสมควรนะ
7-7233-1.wav	คุณผู้ชมครับเขามีพิธีกรรมหนึ่งที่เกี่ยวข้องกับเทศกาลกินเจกับพิธีกรรมลุยไฟที่จังหวัดพังงา
7-7236-10.wav	ในพื้นที่หมู่11ตำบลบางป่าอำเภอเมืองจังหวัดราชบุรี
7-7236-1.wav	ในพื้นที่จังหวัดราชบุรีอะค่ะมีฝนตกหนักฝนฟ้าคะนอง
7-7237-28.wav	ก็คือเรื่องของการอ่าเพิ่มประสิทธิภาพของการทำงานของสำนักงานพระพุทธศาสนาจังหวัด
7-7237-29.wav	พสจ.จังหวัดต้องทำงานร่วมกับเจ้าคณะจังหวัด
7-7238-77.wav	ในจังหวัดเชียงรายซึ่งไม่รู้ว่ามากับใคร
7-7240-38.wav	ส่วนนายจตุพรพรหมพันธุ์ประธานแนวร่วมประชาธิปไตย
7-7247-69.wav	ก็คือสำหรับเวลาแบบสถานที่ที่ต้องใช้เวลาในการเดินทางนาน
7-7252-5.wav	หลายคนก็เดินทางจะกลับไปพบกับครอบครัว
7-7259-15.wav	ก็เลยไปรู้จักกับผู้ชายคนหนึ่งนะเป็นคนจังหวัดพิษณุโลก
7-7259-19.wav	ก็ส่งไปที่อำเภอพยุหะคีรีจังหวัดนครสวรรค์
7-7261-28.wav	รุ่นอายุไม่เกิน21ปีที่จังหวัดร้อยเอ็ด
7-7271-0.wav	ตำรวจสภ.ทุ่งคอกจังหวัดสุพรรณบุรีกำลังเร่งติดตามตัวคนร้ายที่ก่อเหตุ
7-7271-52.wav	จากนั้นได้ออกจากบ้านไปทำงานที่จังหวัดปทุมธานี
7-7276-7.wav	โพสต์โดยเฟซบุ๊คที่ชื่อว่าแม่นายการะเกด
7-7280-24.wav	ที่ศาลากลางจังหวัดนนทบุรีก่อนหลบหนีไป
7-7280-39.wav	เพราะต้องการเงินเดินทางกลับบ้าน
7-7280-40.wav	มหาชัยจังหวัดสมุทรสาคร
7-7291-1.wav	ตำรวจภูธรบ้านโป่งจังหวัดราชบุรีครับสนธิกำลังกันกับตำรวจทหารและฝ่ายปกครอง
